Transaction_Amount,Transaction_Time,Sender_Age,Receiver_New_Account,Location_Risk_Score,Device_Change,Transaction_Frequency,Fraud
35355568.59803295,10.0,36.0,1,1,0,9.0,0
27768021.3494778,10.0,59.0,0,1,0,14.0,0
31503860.566887718,14.0,43.0,1,0,0,6.0,0
33974043.205956794,9.0,35.0,1,1,0,12.0,0
31853817.61397168,14.0,60.0,0,1,1,12.0,0
21113206.71704199,11.0,42.0,1,1,0,13.0,0
40729070.691829905,12.0,47.0,1,0,0,10.0,0
28178203.3592571,16.0,46.0,1,0,1,12.0,0
34424703.552951545,11.0,42.0,1,1,0,12.0,0
34664827.45852483,14.0,53.0,1,1,0,8.0,0
37945226.43337266,6.0,55.0,0,1,0,13.0,0
15839723.122064197,14.0,48.0,0,1,0,14.0,0
28276105.38555974,18.0,37.0,1,1,0,16.0,0
30281456.286798086,6.0,60.0,0,0,0,16.0,0
33444489.80333065,20.0,60.0,1,0,0,7.0,0
32011081.471806012,15.0,37.0,1,1,0,8.0,0
40651157.2630848,15.0,47.0,0,1,0,16.0,0
39418599.65332303,9.0,61.0,0,1,1,20.0,1
26489453.944269814,14.0,45.0,1,1,0,7.0,0
18561808.97620044,16.0,48.0,1,1,0,6.0,0
21067231.258635387,11.0,40.0,1,1,0,8.0,0
25175419.68922848,13.0,43.0,1,1,0,13.0,0
19608950.488278914,10.0,46.0,1,1,0,14.0,0
21832849.47294851,18.0,66.0,0,0,1,16.0,0
22263850.9810766,9.0,56.0,0,0,1,12.0,1
30774498.751080632,14.0,50.0,0,1,0,17.0,0
29896838.812907126,17.0,45.0,1,1,0,5.0,0
23554241.391830582,16.0,51.0,0,1,0,18.0,0
34187030.47187979,12.0,44.0,1,1,0,9.0,0
36984749.13168937,5.0,55.0,0,0,0,16.0,0
27706810.34423503,12.0,46.0,1,1,0,9.0,0
21389855.043823097,4.0,40.0,0,1,1,14.0,1
31854825.435355186,11.0,40.0,1,0,0,14.0,1
28735303.75884077,12.0,42.0,1,1,0,9.0,0
32708241.983237233,6.0,39.0,0,1,1,13.0,1
27125129.14845515,13.0,48.0,0,1,0,18.0,0
22286467.811214853,12.0,47.0,1,0,0,17.0,1
29613818.035817284,8.0,41.0,1,1,0,14.0,0
26593494.41077458,11.0,59.0,0,1,0,15.0,0
24546100.720380574,18.0,57.0,0,0,1,16.0,0
24949530.99899401,14.0,49.0,1,1,0,9.0,0
21313500.13356874,14.0,54.0,1,0,0,7.0,0
28034248.812894817,6.0,18.0,1,1,1,13.0,0
40781054.94437072,14.0,50.0,0,0,0,18.0,1
31876710.774590846,10.0,59.0,0,1,0,16.0,0
20321907.45829108,12.0,70.0,0,1,1,20.0,1
28742659.94748411,17.0,46.0,1,0,0,4.0,0
26872258.186460033,11.0,45.0,1,0,0,11.0,0
16925730.15848015,12.0,39.0,1,1,0,13.0,0
14921223.703177987,12.0,34.0,1,1,0,15.0,0
25687883.175605692,16.0,49.0,1,0,0,13.0,0
28671406.712209065,14.0,54.0,0,0,1,14.0,0
27485616.273286264,10.0,41.0,1,1,0,13.0,0
30030566.68674401,7.0,50.0,0,1,1,14.0,1
20540368.74922148,9.0,41.0,0,1,1,14.0,1
26522039.966820773,5.0,61.0,0,1,1,12.0,1
31081803.56669408,11.0,47.0,1,1,0,13.0,0
26559687.537440814,12.0,55.0,0,1,0,13.0,0
32625748.66280963,9.0,35.0,1,1,0,11.0,0
29801381.710913185,9.0,40.0,1,0,0,16.0,1
29477118.819149796,15.0,49.0,1,0,0,8.0,0
33884497.377694994,12.0,36.0,1,1,0,10.0,0
26237811.79652022,13.0,58.0,0,0,0,22.0,1
19250083.39922096,21.0,56.0,1,0,0,4.0,0
12720086.166613122,14.0,45.0,1,0,0,9.0,0
30357703.1502312,11.0,45.0,1,1,0,12.0,0
38424744.57048581,12.0,55.0,0,0,1,13.0,0
16730675.22178266,9.0,34.0,1,1,0,11.0,0
31795317.6826754,16.0,51.0,0,1,0,17.0,0
24627748.0847445,10.0,54.0,0,1,1,14.0,1
27186198.703724727,10.0,50.0,1,0,0,9.0,0
19772893.47873801,13.0,48.0,0,1,0,15.0,0
36524803.735681154,10.0,59.0,0,0,0,16.0,0
38564842.42608455,13.0,47.0,1,1,0,8.0,0
34475000.62754818,16.0,50.0,0,1,0,11.0,0
27330380.45130998,9.0,58.0,0,0,0,15.0,0
25224897.242891215,12.0,40.0,1,0,0,13.0,1
33625130.2979637,10.0,56.0,0,1,1,14.0,0
25260865.610831942,15.0,34.0,1,1,0,17.0,0
35944151.406081386,14.0,45.0,1,0,0,13.0,1
29765136.50993947,10.0,55.0,0,1,0,16.0,0
24161880.39164337,13.0,60.0,0,1,0,15.0,1
28497248.838916447,11.0,47.0,0,1,0,15.0,0
29759375.8765275,4.0,54.0,0,1,0,15.0,0
23363402.426185004,15.0,45.0,1,1,0,12.0,0
27781774.117909215,17.0,44.0,0,1,0,16.0,0
21762540.193965726,19.0,40.0,1,1,0,15.0,0
24712724.698843244,11.0,46.0,1,0,0,17.0,1
29579947.16889592,6.0,41.0,1,1,1,12.0,1
16863439.5571618,16.0,47.0,1,0,0,8.0,0
23792847.07632195,11.0,32.0,1,1,0,9.0,0
14867186.907593744,9.0,50.0,1,1,0,10.0,0
20526816.722514104,8.0,50.0,1,0,0,15.0,0
35073796.60845226,14.0,60.0,0,1,1,13.0,0
20088518.312194522,13.0,50.0,1,0,0,7.0,0
41626215.00365413,11.0,75.0,0,0,1,15.0,0
21378618.188340854,15.0,47.0,1,1,0,8.0,0
23140264.036811274,12.0,52.0,1,0,0,6.0,0
27096824.83688054,6.0,25.0,1,1,1,15.0,0
32251102.782398283,9.0,63.0,0,1,1,17.0,0
24038243.645139366,10.0,43.0,1,1,0,8.0,0
35954343.75849674,7.0,35.0,1,1,0,12.0,0
30890004.431974225,10.0,41.0,1,0,0,20.0,1
33133390.517102603,13.0,42.0,1,1,0,12.0,0
32773361.9144553,10.0,60.0,0,1,1,15.0,0
22713810.759349298,16.0,64.0,0,1,0,17.0,0
21701782.358350977,14.0,54.0,0,1,0,15.0,0
29792386.65428015,6.0,55.0,0,1,0,12.0,0
31372125.444849633,11.0,34.0,1,1,0,9.0,0
21821576.57033442,14.0,46.0,1,1,0,9.0,0
38492573.88862446,7.0,45.0,1,0,1,11.0,1
29434991.916016992,12.0,61.0,0,0,0,16.0,0
26232487.966372695,17.0,47.0,1,1,0,6.0,0
31331297.151901424,12.0,53.0,0,1,0,15.0,0
32944468.04759967,13.0,45.0,1,1,0,6.0,0
40499146.94850231,9.0,66.0,0,0,0,11.0,0
29454354.10233413,15.0,60.0,0,1,0,17.0,0
35878659.62736585,17.0,53.0,1,0,0,6.0,0
25786084.83077885,14.0,66.0,0,1,0,20.0,0
23912470.340759188,14.0,52.0,1,0,0,12.0,0
24433973.159517474,17.0,52.0,1,0,0,5.0,0
21158655.910552923,15.0,54.0,0,1,1,14.0,0
18138035.609891135,13.0,37.0,1,0,0,11.0,0
17664756.154540945,14.0,49.0,0,1,0,17.0,0
9479886.642065773,14.0,65.0,0,1,1,14.0,0
15938867.995372908,17.0,61.0,0,1,1,16.0,0
32409596.99172107,9.0,43.0,1,1,0,14.0,0
36309121.80571187,15.0,61.0,0,1,0,15.0,0
34475233.19302063,15.0,52.0,1,0,0,8.0,0
29643641.36737486,11.0,48.0,0,1,1,11.0,0
19801696.840522166,10.0,43.0,1,1,0,11.0,0
30769260.75560162,17.0,52.0,0,1,1,18.0,0
29386662.32687818,13.0,34.0,1,1,0,5.0,1
23703253.96992511,12.0,65.0,0,1,0,16.0,0
36616280.72586449,13.0,41.0,1,1,0,12.0,0
29788791.438147448,12.0,45.0,1,1,0,7.0,0
24318758.250020735,13.0,48.0,0,0,0,16.0,1
19064547.34448049,17.0,43.0,0,1,0,14.0,0
33969687.71544818,17.0,49.0,0,1,1,11.0,0
18917501.68676534,19.0,60.0,1,0,0,6.0,0
27928523.796785463,9.0,40.0,1,1,0,12.0,0
29614776.079755142,11.0,42.0,1,1,0,8.0,0
22496797.89398155,12.0,51.0,0,1,0,14.0,0
31974042.031618547,10.0,41.0,1,1,0,8.0,0
28111589.770351317,16.0,40.0,1,1,0,7.0,0
30000799.875041835,10.0,36.0,1,0,0,12.0,0
30321402.1698337,9.0,59.0,0,1,0,16.0,0
24045772.061639767,14.0,41.0,1,0,0,17.0,0
21124491.05385492,11.0,39.0,1,1,0,9.0,0
22193103.306193706,14.0,42.0,1,0,0,8.0,0
22682666.614600196,13.0,43.0,1,1,0,12.0,0
29752351.57594414,11.0,65.0,0,0,1,14.0,0
27833576.37475257,15.0,59.0,1,0,0,9.0,0
28077348.5358777,20.0,54.0,1,0,0,6.0,0
31449729.41642322,13.0,49.0,1,1,0,9.0,0
32156126.30228801,11.0,53.0,0,1,0,13.0,0
24241486.005821828,8.0,73.0,0,1,1,13.0,0
25338789.932541978,9.0,38.0,1,1,0,9.0,0
21733746.551825847,14.0,51.0,0,1,0,13.0,0
27418006.29309416,15.0,60.0,0,1,1,15.0,0
15785579.72668235,9.0,55.0,0,1,0,14.0,0
25929228.493119754,12.0,74.0,0,1,1,17.0,0
24311572.26266282,11.0,39.0,1,1,0,10.0,0
24953785.8232952,11.0,41.0,1,1,0,10.0,0
27792455.163304377,10.0,40.0,1,1,0,13.0,0
27477438.557687715,16.0,51.0,1,0,0,7.0,0
22661325.416984063,14.0,41.0,1,1,0,8.0,0
25435892.37034938,14.0,63.0,0,1,1,14.0,0
18881869.884824447,13.0,63.0,0,1,0,17.0,0
17358271.84023085,9.0,68.0,0,0,0,17.0,0
24263185.389362138,9.0,44.0,1,1,0,8.0,0
28993356.699464347,13.0,56.0,0,1,0,15.0,0
24280360.295005973,18.0,32.0,1,1,0,14.0,0
25648989.107947808,15.0,47.0,1,0,0,9.0,0
37430178.9697986,11.0,35.0,1,1,0,13.0,0
27947031.649534274,12.0,45.0,1,0,0,9.0,0
26173700.318038218,10.0,40.0,1,0,0,16.0,1
32574944.955579508,9.0,41.0,1,1,0,9.0,0
21170569.575643208,14.0,42.0,1,1,0,10.0,0
26437127.95157941,11.0,38.0,1,1,0,11.0,0
31069175.853175446,13.0,51.0,0,0,0,16.0,0
29492489.299806148,17.0,56.0,1,0,0,10.0,0
23161434.624405496,11.0,55.0,1,0,0,9.0,0
28000268.86424224,17.0,47.0,0,1,1,13.0,0
33621328.059519164,18.0,56.0,0,1,1,15.0,1
26191195.355276488,14.0,62.0,0,1,0,16.0,0
18043242.416127685,12.0,38.0,1,1,0,8.0,0
19319148.958600678,15.0,49.0,0,1,0,13.0,0
33494744.369853478,12.0,44.0,1,1,0,10.0,0
30217319.060225528,18.0,47.0,1,1,0,9.0,0
35003592.88008853,10.0,40.0,1,1,0,8.0,0
32241376.302061614,19.0,62.0,0,1,1,19.0,0
19534667.56582012,10.0,54.0,0,1,1,13.0,1
28773347.683683667,7.0,27.0,1,1,1,13.0,0
29626120.82898085,9.0,40.0,1,0,0,14.0,0
10682443.221894613,14.0,47.0,0,1,0,15.0,0
25533843.10959696,18.0,46.0,0,1,1,17.0,0
32319404.71328013,18.0,60.0,0,1,1,16.0,0
27275589.58973582,12.0,36.0,1,0,0,13.0,0
22061675.282809827,14.0,52.0,0,0,0,18.0,1
30787341.44723066,12.0,57.0,0,1,1,13.0,0
17841139.6392082,7.0,31.0,1,1,0,16.0,0
29325696.71227716,14.0,48.0,1,0,0,8.0,0
24923176.176931523,9.0,37.0,1,0,0,15.0,1
23848900.48979251,12.0,42.0,1,1,0,8.0,0
34154824.52306728,17.0,54.0,1,1,0,5.0,0
14546162.879845655,14.0,42.0,1,1,0,12.0,0
31416989.84550784,10.0,57.0,0,1,0,16.0,0
26782310.55349829,10.0,37.0,1,1,0,13.0,0
21622357.28930258,10.0,70.0,0,1,0,14.0,0
28835772.43383975,13.0,46.0,1,0,0,10.0,0
28191561.734353285,12.0,46.0,0,1,1,12.0,1
15909891.800711144,13.0,46.0,1,0,0,15.0,1
34817153.37396383,12.0,36.0,1,1,0,9.0,0
17971217.249321938,14.0,52.0,1,0,0,9.0,0
37250059.54702302,13.0,38.0,1,1,0,11.0,0
23194214.260779724,19.0,54.0,0,1,1,13.0,1
36372731.56635447,9.0,63.0,0,1,0,12.0,1
17964414.15040234,15.0,39.0,1,1,0,5.0,0
21881190.082084104,11.0,53.0,0,1,0,18.0,0
19304155.297349613,5.0,54.0,1,0,0,11.0,0
25550595.099523906,15.0,43.0,1,0,0,5.0,0
27331755.428047404,16.0,53.0,0,0,1,17.0,0
23536762.632936254,12.0,53.0,0,1,0,17.0,0
34222477.89911608,6.0,29.0,0,1,1,16.0,0
30351884.34171352,9.0,40.0,1,0,0,16.0,0
19307667.310499996,14.0,44.0,1,1,0,12.0,0
30059000.031671807,14.0,43.0,1,0,0,16.0,0
36990232.28378847,12.0,56.0,0,1,0,14.0,1
27588077.185701773,7.0,59.0,1,0,0,16.0,0
33066814.529739596,12.0,46.0,0,1,0,15.0,0
26057964.56764373,11.0,51.0,0,1,0,12.0,0
28364921.66645299,15.0,44.0,1,1,1,11.0,0
19958924.018877126,16.0,47.0,1,1,0,9.0,0
22816767.128376536,13.0,48.0,0,0,1,13.0,0
32735204.87971179,5.0,48.0,0,1,1,13.0,1
16048199.865161184,12.0,52.0,0,1,0,18.0,0
35197611.8436478,10.0,28.0,1,1,0,10.0,0
22161802.357097592,7.0,34.0,1,1,0,14.0,0
22053385.082823295,8.0,50.0,1,0,0,10.0,0
31215725.711817086,9.0,47.0,1,1,0,14.0,0
20080672.180992573,4.0,50.0,0,1,1,12.0,1
23716786.036387876,12.0,60.0,0,1,1,13.0,0
11704548.97613521,15.0,54.0,1,0,0,10.0,0
28036623.3744696,6.0,50.0,1,1,0,17.0,0
25375062.277908888,15.0,63.0,0,1,1,14.0,0
23361894.043496363,11.0,42.0,1,1,0,6.0,0
25574568.2353799,8.0,35.0,1,1,1,14.0,0
31188710.666237045,11.0,61.0,0,0,1,14.0,0
28211736.38365256,12.0,54.0,0,0,0,14.0,0
25084586.077081285,4.0,44.0,0,1,1,11.0,1
20696408.904821984,12.0,64.0,0,0,1,23.0,1
25264952.235681105,13.0,44.0,1,1,0,13.0,0
26492585.749744326,10.0,56.0,0,1,1,16.0,1
30278940.520466898,11.0,32.0,1,1,1,11.0,0
33821133.9986708,17.0,50.0,1,1,0,7.0,0
35819741.68823068,7.0,28.0,1,1,1,13.0,0
31624011.96251212,10.0,33.0,0,1,1,16.0,0
20553637.98181731,4.0,67.0,0,0,0,14.0,0
24566758.595214035,10.0,39.0,0,1,1,14.0,0
35684062.02339409,15.0,44.0,1,0,0,14.0,1
26072021.989486955,15.0,48.0,1,1,0,8.0,0
21411508.775632318,14.0,39.0,1,1,0,15.0,0
24010004.950430684,13.0,50.0,1,0,0,7.0,0
22574998.46704842,14.0,46.0,1,0,0,15.0,1
16117360.627245871,10.0,39.0,1,1,0,14.0,0
28139646.50976699,9.0,63.0,0,1,1,13.0,0
29139303.199018627,11.0,45.0,1,1,0,8.0,0
31005238.022230178,11.0,38.0,1,1,0,14.0,0
26464882.669008147,7.0,35.0,1,1,0,5.0,0
33518931.036226455,10.0,59.0,0,1,1,21.0,1
18473990.69633312,14.0,48.0,0,1,0,13.0,0
38373952.75752049,12.0,35.0,1,1,0,10.0,0
19613628.57247588,7.0,50.0,1,0,0,16.0,0
23793892.547567595,13.0,49.0,0,0,0,18.0,1
19959119.71968597,10.0,37.0,1,1,0,6.0,0
32051142.005023714,14.0,53.0,0,1,0,15.0,0
27335255.902904816,19.0,42.0,0,1,0,16.0,0
21255605.506454207,15.0,46.0,0,1,0,17.0,0
22561296.93786087,12.0,44.0,1,1,0,9.0,0
20703604.944718312,13.0,45.0,1,1,0,9.0,0
23260762.077025138,12.0,54.0,0,0,0,16.0,0
21584045.922854137,7.0,30.0,1,1,1,15.0,0
21891142.535773747,13.0,44.0,1,1,0,14.0,0
26616560.470268436,8.0,60.0,0,1,0,19.0,0
32987022.86391476,16.0,46.0,0,1,0,17.0,0
18880891.58393368,9.0,47.0,1,1,0,14.0,0
26798553.228201058,10.0,38.0,1,1,0,9.0,0
26081487.57910842,10.0,30.0,1,1,1,9.0,1
15652504.81046189,9.0,39.0,1,1,0,13.0,0
23496032.8698204,11.0,43.0,1,1,0,12.0,0
24361489.167967144,13.0,55.0,0,1,1,14.0,0
26767659.21838719,10.0,37.0,1,1,0,9.0,0
37372593.834167905,14.0,54.0,0,1,0,17.0,0
26393569.40476154,8.0,63.0,0,0,0,15.0,0
23111463.275163118,9.0,56.0,0,1,0,17.0,0
36058783.03238557,14.0,42.0,1,1,0,10.0,0
33302403.239181537,9.0,64.0,0,1,0,13.0,0
31328484.196738236,12.0,61.0,0,1,0,16.0,0
39096649.85285296,13.0,51.0,0,1,0,14.0,0
21572205.03967996,12.0,44.0,1,1,0,10.0,0
24070153.124584574,13.0,62.0,0,0,1,15.0,0
27871552.056406423,15.0,45.0,1,1,0,9.0,0
22442729.74212211,16.0,54.0,1,0,0,5.0,0
19406836.90324999,10.0,65.0,0,0,0,17.0,1
21772118.363700256,13.0,37.0,1,1,0,9.0,0
27183529.341716103,8.0,55.0,0,1,0,16.0,0
21886319.613443334,11.0,57.0,0,1,0,14.0,0
30940004.42976327,12.0,46.0,1,0,0,10.0,0
20457134.74527329,10.0,49.0,1,1,0,7.0,0
36334440.72990107,16.0,47.0,0,1,0,15.0,0
28148751.79726887,9.0,35.0,1,1,0,10.0,0
23711019.672258027,10.0,46.0,1,0,0,15.0,0
16048055.329881702,12.0,65.0,0,0,0,15.0,0
23547911.965984244,16.0,60.0,0,1,1,13.0,0
24341210.60754701,18.0,57.0,1,0,0,10.0,0
25016192.423518803,12.0,44.0,1,1,0,9.0,0
17658939.716427002,6.0,61.0,0,1,1,12.0,1
26861784.48174623,10.0,56.0,0,1,0,14.0,0
18398075.737769607,14.0,48.0,0,1,1,15.0,0
30588738.94448745,12.0,41.0,1,1,0,9.0,0
13335062.265799202,13.0,61.0,0,1,1,16.0,0
21382512.829897087,14.0,43.0,1,1,0,11.0,0
35470428.84254719,7.0,36.0,0,1,0,19.0,0
38829623.37287851,4.0,45.0,0,1,1,14.0,1
26448688.366509832,13.0,44.0,1,1,0,10.0,0
21442981.230959907,12.0,51.0,0,1,0,16.0,0
29983214.899636492,8.0,32.0,1,1,0,14.0,0
33881949.34694191,14.0,46.0,1,1,0,6.0,0
26647927.144494537,10.0,42.0,1,1,0,11.0,0
18627945.394857597,9.0,39.0,1,1,0,13.0,0
29928498.608737625,14.0,33.0,1,1,0,10.0,0
22544708.456952125,10.0,51.0,0,1,0,18.0,0
31755223.494349547,17.0,50.0,0,0,0,15.0,1
23305966.706373245,6.0,61.0,0,1,1,14.0,1
31429377.60128468,11.0,48.0,1,1,0,14.0,0
24474464.516893335,10.0,38.0,1,1,0,8.0,0
33088612.258881778,11.0,53.0,0,1,0,13.0,0
25475181.551444765,16.0,48.0,0,0,1,12.0,0
22406175.644675013,10.0,50.0,1,0,0,10.0,0
16975567.23271678,18.0,60.0,0,1,0,19.0,0
27041453.443639882,14.0,61.0,0,0,0,17.0,0
22167245.55725248,12.0,35.0,1,1,0,11.0,0
36123224.99971711,11.0,59.0,0,0,0,16.0,0
25383703.84793304,16.0,49.0,1,1,0,8.0,0
23128636.574154284,13.0,52.0,0,1,0,14.0,0
26097748.822263774,14.0,54.0,0,0,0,16.0,0
17004506.598857854,8.0,39.0,1,1,0,12.0,0
21595918.295305375,19.0,47.0,0,1,1,15.0,0
16595728.249820426,13.0,46.0,1,1,1,9.0,0
27271369.63701774,14.0,54.0,0,0,1,12.0,0
26716765.33761861,11.0,37.0,1,1,0,9.0,0
30354262.12406863,13.0,40.0,1,1,0,9.0,0
30398074.796105754,12.0,41.0,1,1,0,11.0,0
21067770.15169535,10.0,52.0,0,1,0,17.0,0
36307258.42122905,2.0,23.0,1,1,1,17.0,0
34886689.07730116,18.0,58.0,1,0,0,6.0,0
29412491.010849904,5.0,50.0,0,1,1,14.0,1
22229943.480523612,13.0,43.0,1,0,0,18.0,1
21495265.215741336,15.0,57.0,0,1,1,15.0,0
21691727.542895943,11.0,46.0,1,1,0,13.0,0
20645879.667374965,10.0,62.0,0,0,0,15.0,0
27730875.775418986,15.0,49.0,0,1,1,12.0,0
21104163.987342533,11.0,40.0,1,1,0,12.0,0
19199090.918995235,14.0,35.0,1,1,0,15.0,0
35194361.68290913,12.0,45.0,1,1,0,11.0,0
22427270.354593832,8.0,44.0,1,1,0,13.0,0
21429064.481876638,12.0,55.0,0,1,1,19.0,1
28847543.664773587,10.0,39.0,1,0,0,17.0,1
25663633.673113745,13.0,63.0,0,1,0,16.0,0
42027225.071141385,12.0,44.0,1,1,0,13.0,0
10353334.825004542,12.0,43.0,1,1,0,8.0,0
24691956.91722796,11.0,37.0,1,1,1,9.0,0
19342094.112102058,13.0,41.0,1,1,0,9.0,0
32374509.932529714,8.0,47.0,1,1,0,16.0,0
28459259.09876057,11.0,44.0,1,0,0,17.0,0
22951266.625519644,13.0,49.0,1,1,0,11.0,0
35662270.56617954,1.0,42.0,1,1,1,6.0,1
25432054.76411049,17.0,67.0,1,0,0,7.0,0
26425691.681456365,4.0,50.0,0,0,1,11.0,1
16542421.087789569,14.0,55.0,0,1,0,16.0,0
24744921.097421814,10.0,54.0,0,1,1,12.0,0
24231081.312217917,15.0,48.0,1,1,0,13.0,0
38086554.167505845,11.0,49.0,1,0,0,10.0,0
35629056.64653236,11.0,40.0,1,1,0,12.0,0
27987595.42362711,14.0,43.0,1,1,1,11.0,1
36118687.11986871,12.0,57.0,0,1,1,16.0,1
25700684.161707815,15.0,36.0,1,1,0,9.0,0
34373521.67374256,13.0,40.0,0,1,1,15.0,0
35964302.48388551,17.0,45.0,0,1,0,17.0,0
27039501.352557056,17.0,52.0,1,0,0,12.0,0
14519398.42093769,17.0,52.0,0,1,1,10.0,0
16811055.936975118,12.0,65.0,0,1,1,15.0,0
28550064.165494166,9.0,41.0,1,1,0,12.0,0
34179911.11562834,13.0,54.0,1,0,0,9.0,0
24182655.766423915,8.0,55.0,0,1,1,13.0,1
23506325.737809017,13.0,32.0,1,1,0,10.0,1
29983737.289485075,18.0,54.0,0,1,0,15.0,0
18081558.965852655,11.0,59.0,0,1,0,15.0,0
42723164.17475133,14.0,48.0,1,0,0,6.0,0
23542009.749567673,11.0,42.0,1,1,0,9.0,0
42342571.21514846,9.0,35.0,1,1,0,11.0,0
39055096.50120952,12.0,46.0,1,0,0,14.0,0
26549722.374640398,12.0,59.0,0,1,1,18.0,1
29669774.507204957,10.0,53.0,0,1,0,15.0,0
24636437.58509182,10.0,58.0,0,1,0,14.0,0
26938043.12636793,11.0,38.0,1,1,0,12.0,0
22479093.437268853,11.0,57.0,0,1,0,16.0,0
29925998.98769216,6.0,60.0,0,1,0,18.0,0
26632844.83878255,18.0,46.0,1,0,0,7.0,0
18664918.48743517,9.0,48.0,1,1,0,13.0,0
27657813.64319958,18.0,54.0,0,1,1,12.0,0
19882732.173893895,10.0,38.0,1,1,0,9.0,0
20012487.997849524,10.0,53.0,0,0,0,15.0,0
36941294.73389631,11.0,48.0,1,1,0,7.0,0
40850253.60100214,13.0,38.0,1,1,0,11.0,0
18902726.763676904,16.0,50.0,0,1,1,14.0,0
25346565.465073813,10.0,41.0,1,1,0,10.0,0
33466206.546860386,9.0,50.0,1,0,0,12.0,0
27670249.32494026,15.0,37.0,1,1,0,14.0,0
22748436.15993538,11.0,61.0,0,1,1,13.0,0
28893443.530149847,16.0,58.0,1,0,0,4.0,0
33093808.66005081,11.0,40.0,1,1,0,8.0,0
32635159.46806366,12.0,50.0,0,1,0,17.0,0
24776133.88728918,10.0,52.0,1,0,0,10.0,0
33389149.078119706,14.0,45.0,0,1,0,15.0,0
25578835.299653895,7.0,36.0,1,1,1,14.0,1
26946489.97678975,14.0,45.0,0,1,0,14.0,0
38108423.84812455,10.0,40.0,1,1,0,13.0,0
33961281.59502487,20.0,42.0,0,1,1,14.0,0
24128875.263528783,9.0,46.0,1,1,0,13.0,0
38998793.40284311,10.0,49.0,0,1,0,12.0,0
18924201.079365615,11.0,34.0,1,1,0,15.0,0
36043104.45632298,17.0,50.0,1,0,0,7.0,0
35478630.758754015,11.0,34.0,1,1,1,13.0,0
20615719.465910017,13.0,49.0,0,1,0,16.0,0
31336544.200984474,13.0,52.0,0,1,1,19.0,1
24094867.053622123,13.0,62.0,0,0,1,14.0,0
23455421.981398802,10.0,59.0,0,1,0,17.0,0
31092618.120778143,18.0,49.0,1,1,0,0.0,0
22879121.185372446,13.0,46.0,0,1,1,11.0,0
46523078.38228682,16.0,47.0,1,0,0,14.0,0
21636569.826742716,11.0,39.0,1,1,0,9.0,0
25029854.433369905,12.0,48.0,0,1,1,16.0,0
15422306.857482633,11.0,61.0,0,0,0,19.0,0
28317301.39892188,14.0,51.0,0,1,1,10.0,0
34515164.43863386,13.0,46.0,1,1,0,9.0,0
25487148.73405506,14.0,52.0,1,0,0,12.0,0
27758949.470181018,17.0,44.0,0,1,1,12.0,0
25030499.1609711,18.0,43.0,0,1,1,14.0,0
27834557.473802358,18.0,55.0,1,0,0,6.0,0
40790291.15353385,16.0,41.0,1,0,0,18.0,0
24011524.61905214,18.0,46.0,1,1,0,10.0,0
24264671.12928959,12.0,25.0,1,1,1,8.0,1
16462704.72597289,14.0,51.0,1,0,0,10.0,0
28490712.27316254,9.0,47.0,1,1,0,11.0,0
23436901.35073655,18.0,50.0,1,0,0,6.0,0
26505162.12963277,10.0,49.0,1,0,0,14.0,0
18962788.202174384,13.0,41.0,1,1,0,10.0,0
24300652.506278098,15.0,55.0,0,1,0,14.0,0
44542881.6742762,11.0,51.0,1,0,0,14.0,0
34766686.29569762,11.0,36.0,1,1,0,11.0,0
23791373.942179758,14.0,42.0,1,1,0,13.0,0
27110669.6014541,10.0,56.0,0,1,1,24.0,1
26098201.123656318,17.0,44.0,1,1,0,4.0,0
23935123.78534446,6.0,34.0,1,1,0,14.0,0
14228584.02347886,14.0,46.0,1,0,0,9.0,0
35233280.13916693,19.0,48.0,0,1,1,11.0,1
37054493.63547256,12.0,57.0,0,1,0,15.0,0
31808229.146805502,13.0,63.0,0,0,0,18.0,0
34778813.94815029,14.0,47.0,1,1,0,5.0,0
34652505.950283475,11.0,47.0,1,1,0,9.0,0
26070699.73816279,16.0,34.0,1,1,0,5.0,0
19108753.79590839,7.0,49.0,1,0,0,10.0,0
30596352.540691886,13.0,43.0,1,0,0,16.0,1
20499762.126187947,11.0,35.0,1,1,0,12.0,0
21219262.424491122,12.0,46.0,1,0,0,14.0,0
35723290.472127184,14.0,45.0,1,1,0,10.0,0
22224031.252123725,10.0,67.0,0,1,0,14.0,0
28898583.420502592,13.0,42.0,1,1,0,8.0,0
32660704.61245082,8.0,38.0,0,1,1,14.0,1
34159526.15118466,10.0,40.0,1,1,0,10.0,0
28149578.24470709,14.0,52.0,0,1,1,16.0,0
30640980.43126078,11.0,68.0,0,1,1,16.0,0
34789054.22598269,14.0,53.0,0,0,0,15.0,0
32413742.728129413,13.0,46.0,1,1,0,9.0,0
24545242.468942706,15.0,45.0,1,1,0,12.0,0
33025838.45984455,11.0,63.0,0,1,1,15.0,0
37572494.79966731,10.0,56.0,0,1,0,11.0,0
29322832.19602356,11.0,44.0,1,1,0,12.0,0
31809902.360549953,8.0,51.0,0,1,0,17.0,0
26032497.279275693,12.0,44.0,1,1,0,15.0,0
18695632.717980087,14.0,42.0,1,1,0,17.0,0
18787278.841840014,17.0,48.0,1,0,0,5.0,0
45167686.35430043,13.0,49.0,0,1,0,12.0,0
32427004.448893066,10.0,40.0,1,1,0,10.0,0
29093187.13455616,13.0,46.0,1,1,0,6.0,0
